 ######################################################################
 #Data for Case=          18
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
 # 9.99999975E-05   10001     10000  3.75000000E+00  3.88851095E+00  2.43352343E+00  4.05441345E-02  1.34744846E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/U_AVG	
  2.32563376E-01  1.47477046E+00
  2.32663712E-01  1.47461145E+00
  2.32764058E-01  1.47445228E+00
  2.32864414E-01  1.47429304E+00
  2.32964780E-01  1.47413363E+00
  2.33065157E-01  1.47397415E+00
  2.33165543E-01  1.47381450E+00
  2.33265939E-01  1.47365478E+00
  2.33366345E-01  1.47349489E+00
  2.33466762E-01  1.47333493E+00
  2.33567188E-01  1.47317480E+00
  2.33667625E-01  1.47301460E+00
  2.33768071E-01  1.47285423E+00
  2.33868528E-01  1.47269380E+00
  2.33968994E-01  1.47253319E+00
  2.34069471E-01  1.47237251E+00
  2.34169957E-01  1.47221166E+00
  2.34270454E-01  1.47205074E+00
  2.34370961E-01  1.47188966E+00
  2.34471478E-01  1.47172850E+00
  2.34572005E-01  1.47156717E+00
  2.34672542E-01  1.47140577E+00
  2.34773089E-01  1.47124420E+00
  2.34873646E-01  1.47108257E+00
  2.34974213E-01  1.47092076E+00
  2.35074790E-01  1.47075888E+00
  2.35175377E-01  1.47059683E+00
  2.35275974E-01  1.47043471E+00
  2.35376582E-01  1.47027242E+00
  2.35477199E-01  1.47011006E+00
  2.35577827E-01  1.46994753E+00
  2.35678464E-01  1.46978493E+00
  2.35779112E-01  1.46962216E+00
  2.35879769E-01  1.46945932E+00
  2.35980437E-01  1.46929631E+00
  2.36081115E-01  1.46913323E+00
  2.36181803E-01  1.46896997E+00
  2.36282501E-01  1.46880665E+00
  2.36383209E-01  1.46864316E+00
  2.36483927E-01  1.46847959E+00
  2.36584655E-01  1.46831586E+00
  2.36685393E-01  1.46815205E+00
  2.36786141E-01  1.46798808E+00
  2.36886900E-01  1.46782403E+00
  2.36987668E-01  1.46765981E+00
  2.37088447E-01  1.46749553E+00
  2.37189235E-01  1.46733107E+00
  2.37290034E-01  1.46716654E+00
  2.37390843E-01  1.46700184E+00
  2.37491661E-01  1.46683707E+00
  2.37592490E-01  1.46667212E+00
  2.37693329E-01  1.46650711E+00
  2.37794178E-01  1.46634193E+00
  2.37895038E-01  1.46617667E+00
  2.37995907E-01  1.46601125E+00
  2.38096786E-01  1.46584575E+00
  2.38197676E-01  1.46568008E+00
  2.38298575E-01  1.46551435E+00
  2.38399485E-01  1.46534843E+00
  2.38500404E-01  1.46518246E+00
  2.38601334E-01  1.46501630E+00
  2.38702274E-01  1.46485008E+00
  2.38803224E-01  1.46468368E+00
  2.38904184E-01  1.46451722E+00
  2.39005154E-01  1.46435058E+00
  2.39106135E-01  1.46418388E+00
  2.39207125E-01  1.46401699E+00
  2.39308125E-01  1.46385004E+00
  2.39409136E-01  1.46368292E+00
  2.39510157E-01  1.46351573E+00
  2.39611187E-01  1.46334836E+00
  2.39712228E-01  1.46318093E+00
  2.39813279E-01  1.46301332E+00
  2.39914340E-01  1.46284564E+00
  2.40015411E-01  1.46267779E+00
  2.40116493E-01  1.46250987E+00
  2.40217584E-01  1.46234177E+00
  2.40318686E-01  1.46217361E+00
  2.40419797E-01  1.46200527E+00
  2.40520919E-01  1.46183686E+00
  2.40622051E-01  1.46166828E+00
  2.40723193E-01  1.46149963E+00
  2.40824345E-01  1.46133081E+00
  2.40925507E-01  1.46116191E+00
  2.41026679E-01  1.46099284E+00
  2.41127862E-01  1.46082371E+00
  2.41229054E-01  1.46065439E+00
  2.41330257E-01  1.46048501E+00
  2.41431470E-01  1.46031546E+00
  2.41532693E-01  1.46014583E+00
  2.41633926E-01  1.45997603E+00
  2.41735169E-01  1.45980616E+00
  2.41836422E-01  1.45963612E+00
  2.41937686E-01  1.45946600E+00
  2.42038959E-01  1.45929572E+00
  2.42140243E-01  1.45912536E+00
  2.42241537E-01  1.45895483E+00
  2.42342841E-01  1.45878423E+00
  2.42444155E-01  1.45861345E+00
  2.42545479E-01  1.45844260E+00
  2.42646813E-01  1.45827158E+00
  2.42748158E-01  1.45810049E+00
  2.42849512E-01  1.45792923E+00
  2.42950877E-01  1.45775789E+00
  2.43052252E-01  1.45758638E+00
  2.43153637E-01  1.45741480E+00
  2.43255032E-01  1.45724305E+00
  2.43356437E-01  1.45707122E+00
  2.43457853E-01  1.45689923E+00
  2.43559278E-01  1.45672716E+00
  2.43660714E-01  1.45655491E+00
  2.43762160E-01  1.45638260E+00
  2.43863616E-01  1.45621011E+00
  2.43965082E-01  1.45603755E+00
  2.44066558E-01  1.45586482E+00
  2.44168045E-01  1.45569201E+00
  2.44269541E-01  1.45551903E+00
  2.44371048E-01  1.45534598E+00
  2.44472565E-01  1.45517276E+00
  2.44574092E-01  1.45499946E+00
  2.44675629E-01  1.45482599E+00
  2.44777176E-01  1.45465245E+00
  2.44878734E-01  1.45447874E+00
  2.44980302E-01  1.45430495E+00
  2.45081879E-01  1.45413099E+00
  2.45183467E-01  1.45395696E+00
  2.45285065E-01  1.45378275E+00
  2.45386674E-01  1.45360847E+00
  2.45488292E-01  1.45343402E+00
  2.45589921E-01  1.45325950E+00
  2.45691560E-01  1.45308480E+00
  2.45793209E-01  1.45291003E+00
  2.45894868E-01  1.45273508E+00
  2.45996537E-01  1.45256007E+00
  2.46098216E-01  1.45238488E+00
  2.46199906E-01  1.45220961E+00
  2.46301606E-01  1.45203418E+00
  2.46403316E-01  1.45185867E+00
  2.46505036E-01  1.45168298E+00
  2.46606766E-01  1.45150723E+00
  2.46708507E-01  1.45133130E+00
  2.46810257E-01  1.45115530E+00
  2.46912018E-01  1.45097912E+00
  2.47013789E-01  1.45080287E+00
  2.47115570E-01  1.45062645E+00
  2.47217362E-01  1.45044996E+00
  2.47319163E-01  1.45027328E+00
  2.47420975E-01  1.45009654E+00
  2.47522797E-01  1.44991963E+00
  2.47624629E-01  1.44974264E+00
  2.47726471E-01  1.44956547E+00
  2.47828323E-01  1.44938824E+00
  2.47930186E-01  1.44921083E+00
  2.48032059E-01  1.44903334E+00
  2.48133942E-01  1.44885569E+00
  2.48235835E-01  1.44867796E+00
  2.48337739E-01  1.44850005E+00
  2.48439652E-01  1.44832207E+00
  2.48541576E-01  1.44814392E+00
  2.48643510E-01  1.44796570E+00
  2.48745454E-01  1.44778730E+00
  2.48847408E-01  1.44760882E+00
  2.48949373E-01  1.44743017E+00
  2.49051348E-01  1.44725145E+00
  2.49153333E-01  1.44707256E+00
  2.49255328E-01  1.44689359E+00
  2.49357333E-01  1.44671445E+00
  2.49459349E-01  1.44653523E+00
  2.49561374E-01  1.44635584E+00
  2.49663410E-01  1.44617638E+00
  2.49765456E-01  1.44599674E+00
  2.49867513E-01  1.44581703E+00
  2.49969579E-01  1.44563714E+00
  2.50071656E-01  1.44545718E+00
  2.50173743E-01  1.44527704E+00
  2.50275840E-01  1.44509683E+00
  2.50377948E-01  1.44491645E+00
  2.50480065E-01  1.44473599E+00
  2.50582193E-01  1.44455536E+00
  2.50684331E-01  1.44437466E+00
  2.50786479E-01  1.44419377E+00
  2.50888638E-01  1.44401282E+00
  2.50990806E-01  1.44383169E+00
  2.51092985E-01  1.44365049E+00
  2.51195174E-01  1.44346911E+00
  2.51297374E-01  1.44328766E+00
  2.51399583E-01  1.44310603E+00
  2.51501803E-01  1.44292433E+00
  2.51604033E-01  1.44274245E+00
  2.51706273E-01  1.44256051E+00
  2.51808524E-01  1.44237838E+00
  2.51910784E-01  1.44219618E+00
  2.52013055E-01  1.44201381E+00
  2.52115336E-01  1.44183136E+00
  2.52217628E-01  1.44164874E+00
  2.52319929E-01  1.44146604E+00
  2.52422241E-01  1.44128317E+00
  2.52524563E-01  1.44110022E+00
  2.52626896E-01  1.44091710E+00
  2.52729238E-01  1.44073390E+00
  2.52831591E-01  1.44055053E+00
  2.52933954E-01  1.44036709E+00
  2.53036327E-01  1.44018346E+00
  2.53138710E-01  1.43999977E+00
  2.53241104E-01  1.43981590E+00
  2.53343508E-01  1.43963195E+00
  2.53445922E-01  1.43944783E+00
  2.53548347E-01  1.43926364E+00
  2.53650781E-01  1.43907927E+00
  2.53753226E-01  1.43889482E+00
  2.53855681E-01  1.43871020E+00
  2.53958147E-01  1.43852551E+00
  2.54060622E-01  1.43834064E+00
  2.54163108E-01  1.43815569E+00
  2.54265604E-01  1.43797057E+00
  2.54368111E-01  1.43778538E+00
  2.54470627E-01  1.43760000E+00
  2.54573154E-01  1.43741456E+00
  2.54675691E-01  1.43722894E+00
  2.54778239E-01  1.43704324E+00
  2.54880797E-01  1.43685737E+00
  2.54983364E-01  1.43667142E+00
  2.55085943E-01  1.43648530E+00
  2.55188531E-01  1.43629910E+00
  2.55291130E-01  1.43611273E+00
  2.55393739E-01  1.43592628E+00
  2.55496358E-01  1.43573965E+00
  2.55598987E-01  1.43555295E+00
  2.55701627E-01  1.43536608E+00
  2.55804277E-01  1.43517913E+00
  2.55906937E-01  1.43499200E+00
  2.56009608E-01  1.43480480E+00
  2.56112289E-01  1.43461742E+00
  2.56214980E-01  1.43442997E+00
  2.56317681E-01  1.43424234E+00
  2.56420393E-01  1.43405464E+00
  2.56523115E-01  1.43386676E+00
  2.56625847E-01  1.43367880E+00
  2.56728589E-01  1.43349067E+00
  2.56831342E-01  1.43330246E+00
  2.56934105E-01  1.43311408E+00
  2.57036878E-01  1.43292562E+00
  2.57139662E-01  1.43273699E+00
  2.57242455E-01  1.43254828E+00
  2.57345260E-01  1.43235939E+00
  2.57448074E-01  1.43217043E+00
  2.57550899E-01  1.43198129E+00
  2.57653733E-01  1.43179208E+00
  2.57756579E-01  1.43160268E+00
  2.57859434E-01  1.43141322E+00
  2.57962300E-01  1.43122358E+00
  2.58065176E-01  1.43103386E+00
  2.58168062E-01  1.43084396E+00
  2.58270959E-01  1.43065400E+00
  2.58373866E-01  1.43046385E+00
  2.58476783E-01  1.43027363E+00
  2.58579711E-01  1.43008323E+00
  2.58682649E-01  1.42989275E+00
  2.58785597E-01  1.42970210E+00
  2.58888555E-01  1.42951138E+00
  2.58991524E-01  1.42932047E+00
  2.59094503E-01  1.42912949E+00
  2.59197492E-01  1.42893833E+00
  2.59300492E-01  1.42874710E+00
  2.59403502E-01  1.42855569E+00
  2.59506522E-01  1.42836421E+00
  2.59609552E-01  1.42817255E+00
  2.59712593E-01  1.42798081E+00
  2.59815644E-01  1.42778889E+00
  2.59918706E-01  1.42759690E+00
  2.60021777E-01  1.42740473E+00
  2.60124860E-01  1.42721249E+00
  2.60227952E-01  1.42702007E+00
  2.60331055E-01  1.42682757E+00
  2.60434167E-01  1.42663490E+00
  2.60537291E-01  1.42644215E+00
  2.60640424E-01  1.42624922E+00
  2.60743568E-01  1.42605622E+00
  2.60846722E-01  1.42586304E+00
  2.60949887E-01  1.42566978E+00
  2.61053062E-01  1.42547635E+00
  2.61156247E-01  1.42528284E+00
  2.61259442E-01  1.42508915E+00
  2.61362648E-01  1.42489538E+00
  2.61465864E-01  1.42470144E+00
  2.61569091E-01  1.42450742E+00
  2.61672328E-01  1.42431323E+00
  2.61775575E-01  1.42411896E+00
  2.61878832E-01  1.42392451E+00
  2.61982100E-01  1.42372998E+00
  2.62085378E-01  1.42353528E+00
  2.62188666E-01  1.42334050E+00
  2.62291965E-01  1.42314554E+00
  2.62395274E-01  1.42295051E+00
  2.62498594E-01  1.42275530E+00
  2.62601923E-01  1.42256001E+00
  2.62705263E-01  1.42236454E+00
  2.62808614E-01  1.42216900E+00
  2.62911975E-01  1.42197328E+00
  2.63015346E-01  1.42177749E+00
  2.63118727E-01  1.42158151E+00
  2.63222119E-01  1.42138546E+00
  2.63325521E-01  1.42118923E+00
  2.63428933E-01  1.42099293E+00
  2.63532356E-01  1.42079644E+00
  2.63635789E-01  1.42059988E+00
  2.63739233E-01  1.42040314E+00
  2.63842686E-01  1.42020633E+00
  2.63946151E-01  1.42000933E+00
  2.64049625E-01  1.41981226E+00
  2.64153110E-01  1.41961502E+00
  2.64256605E-01  1.41941769E+00
  2.64360111E-01  1.41922019E+00
  2.64463627E-01  1.41902261E+00
  2.64567153E-01  1.41882485E+00
  2.64670689E-01  1.41862702E+00
  2.64774236E-01  1.41842900E+00
  2.64877794E-01  1.41823091E+00
  2.64981361E-01  1.41803264E+00
  2.65084939E-01  1.41783430E+00
  2.65188528E-01  1.41763577E+00
  2.65292126E-01  1.41743717E+00
  2.65395735E-01  1.41723839E+00
  2.65499355E-01  1.41703954E+00
  2.65602985E-01  1.41684050E+00
  2.65706625E-01  1.41664139E+00
  2.65810276E-01  1.41644210E+00
  2.65913936E-01  1.41624273E+00
  2.66017608E-01  1.41604318E+00
  2.66121289E-01  1.41584356E+00
  2.66224981E-01  1.41564375E+00
  2.66328684E-01  1.41544388E+00
  2.66432397E-01  1.41524382E+00
  2.66536120E-01  1.41504368E+00
  2.66639853E-01  1.41484337E+00
  2.66743597E-01  1.41464297E+00
  2.66847351E-01  1.41444240E+00
  2.66951116E-01  1.41424176E+00
  2.67054891E-01  1.41404093E+00
  2.67158676E-01  1.41384002E+00
  2.67262472E-01  1.41363894E+00
  2.67366278E-01  1.41343778E+00
  2.67470095E-01  1.41323644E+00
  2.67573922E-01  1.41303502E+00
  2.67677759E-01  1.41283343E+00
  2.67781607E-01  1.41263175E+00
  2.67885465E-01  1.41242990E+00
  2.67989333E-01  1.41222797E+00
  2.68093212E-01  1.41202586E+00
  2.68197101E-01  1.41182367E+00
  2.68301001E-01  1.41162131E+00
  2.68404911E-01  1.41141886E+00
  2.68508831E-01  1.41121624E+00
  2.68612762E-01  1.41101354E+00
  2.68716703E-01  1.41081066E+00
  2.68820655E-01  1.41060770E+00
  2.68924617E-01  1.41040456E+00
  2.69028589E-01  1.41020135E+00
  2.69132572E-01  1.40999795E+00
  2.69236565E-01  1.40979448E+00
  2.69340568E-01  1.40959083E+00
  2.69444582E-01  1.40938710E+00
  2.69548607E-01  1.40918319E+00
  2.69652642E-01  1.40897920E+00
  2.69756687E-01  1.40877503E+00
  2.69860742E-01  1.40857079E+00
  2.69964808E-01  1.40836637E+00
  2.70068885E-01  1.40816186E+00
  2.70172971E-01  1.40795718E+00
  2.70277069E-01  1.40775242E+00
  2.70381176E-01  1.40754748E+00
  2.70485294E-01  1.40734246E+00
  2.70589423E-01  1.40713727E+00
  2.70693562E-01  1.40693199E+00
  2.70797711E-01  1.40672653E+00
  2.70901871E-01  1.40652100E+00
  2.71006041E-01  1.40631529E+00
  2.71110221E-01  1.40610950E+00
  2.71214412E-01  1.40590352E+00
  2.71318613E-01  1.40569748E+00
  2.71422825E-01  1.40549124E+00
  2.71527047E-01  1.40528494E+00
  2.71631280E-01  1.40507845E+00
  2.71735523E-01  1.40487188E+00
  2.71839777E-01  1.40466514E+00
  2.71944040E-01  1.40445831E+00
  2.72048315E-01  1.40425131E+00
  2.72152600E-01  1.40404422E+00
  2.72256895E-01  1.40383696E+00
  2.72361200E-01  1.40362962E+00
  2.72465516E-01  1.40342209E+00
  2.72569843E-01  1.40321449E+00
  2.72674180E-01  1.40300671E+00
  2.72778527E-01  1.40279885E+00
  2.72882885E-01  1.40259081E+00
  2.72987253E-01  1.40238270E+00
  2.73091632E-01  1.40217440E+00
  2.73196021E-01  1.40196602E+00
  2.73300420E-01  1.40175746E+00
  2.73404830E-01  1.40154883E+00
  2.73509251E-01  1.40134001E+00
  2.73613682E-01  1.40113111E+00
  2.73718123E-01  1.40092204E+00
  2.73822575E-01  1.40071288E+00
  2.73927037E-01  1.40050355E+00
  2.74031509E-01  1.40029413E+00
  2.74135992E-01  1.40008454E+00
  2.74240486E-01  1.39987486E+00
  2.74344990E-01  1.39966501E+00
  2.74449504E-01  1.39945508E+00
  2.74554029E-01  1.39924496E+00
  2.74658565E-01  1.39903477E+00
  2.74763110E-01  1.39882439E+00
  2.74867667E-01  1.39861394E+00
  2.74972233E-01  1.39840331E+00
  2.75076811E-01  1.39819260E+00
  2.75181398E-01  1.39798170E+00
  2.75285996E-01  1.39777073E+00
  2.75390605E-01  1.39755958E+00
  2.75495224E-01  1.39734835E+00
  2.75599853E-01  1.39713693E+00
  2.75704493E-01  1.39692544E+00
  2.75809144E-01  1.39671377E+00
  2.75913804E-01  1.39650201E+00
  2.76018476E-01  1.39629008E+00
  2.76123157E-01  1.39607807E+00
  2.76227850E-01  1.39586587E+00
  2.76332552E-01  1.39565360E+00
  2.76437266E-01  1.39544115E+00
  2.76541989E-01  1.39522861E+00
  2.76646723E-01  1.39501590E+00
  2.76751468E-01  1.39480310E+00
  2.76856223E-01  1.39459013E+00
  2.76960989E-01  1.39437707E+00
  2.77065765E-01  1.39416384E+00
  2.77170551E-01  1.39395052E+00
  2.77275348E-01  1.39373703E+00
  2.77380156E-01  1.39352345E+00
  2.77484974E-01  1.39330969E+00
  2.77589802E-01  1.39309586E+00
  2.77694641E-01  1.39288184E+00
  2.77799490E-01  1.39266774E+00
  2.77904350E-01  1.39245346E+00
  2.78009221E-01  1.39223910E+00
  2.78114102E-01  1.39202456E+00
  2.78218993E-01  1.39180994E+00
  2.78323895E-01  1.39159514E+00
  2.78428807E-01  1.39138026E+00
  2.78533730E-01  1.39116519E+00
  2.78638663E-01  1.39095005E+00
  2.78743607E-01  1.39073472E+00
  2.78848561E-01  1.39051932E+00
  2.78953526E-01  1.39030373E+00
  2.79058502E-01  1.39008807E+00
  2.79163487E-01  1.38987222E+00
  2.79268484E-01  1.38965629E+00
  2.79373490E-01  1.38944018E+00
  2.79478508E-01  1.38922399E+00
  2.79583536E-01  1.38900762E+00
  2.79688574E-01  1.38879117E+00
  2.79793623E-01  1.38857454E+00
  2.79898682E-01  1.38835783E+00
  2.80003752E-01  1.38814093E+00
  2.80108832E-01  1.38792396E+00
  2.80213923E-01  1.38770680E+00
  2.80319024E-01  1.38748956E+00
  2.80424136E-01  1.38727214E+00
  2.80529259E-01  1.38705465E+00
  2.80634392E-01  1.38683696E+00
  2.80739535E-01  1.38661920E+00
  2.80844689E-01  1.38640126E+00
  2.80949853E-01  1.38618324E+00
  2.81055028E-01  1.38596503E+00
  2.81160214E-01  1.38574674E+00
  2.81265410E-01  1.38552828E+00
  2.81370616E-01  1.38530973E+00
  2.81475833E-01  1.38509100E+00
  2.81581061E-01  1.38487219E+00
  2.81686299E-01  1.38465319E+00
  2.81791547E-01  1.38443412E+00
  2.81896807E-01  1.38421486E+00
  2.82002076E-01  1.38399553E+00
  2.82107356E-01  1.38377601E+00
  2.82212647E-01  1.38355641E+00
  2.82317948E-01  1.38333662E+00
  2.82423260E-01  1.38311676E+00
  2.82528582E-01  1.38289672E+00
  2.82633915E-01  1.38267659E+00
  2.82739259E-01  1.38245628E+00
  2.82844612E-01  1.38223590E+00
  2.82949977E-01  1.38201532E+00
  2.83055352E-01  1.38179467E+00
  2.83160737E-01  1.38157384E+00
  2.83266133E-01  1.38135292E+00
  2.83371540E-01  1.38113183E+00
  2.83476957E-01  1.38091065E+00
  2.83582385E-01  1.38068929E+00
  2.83687823E-01  1.38046784E+00
  2.83793272E-01  1.38024622E+00
  2.83898731E-01  1.38002451E+00
  2.84004201E-01  1.37980263E+00
  2.84109681E-01  1.37958066E+00
  2.84215172E-01  1.37935850E+00
  2.84320674E-01  1.37913627E+00
  2.84426186E-01  1.37891386E+00
  2.84531708E-01  1.37869136E+00
  2.84637242E-01  1.37846868E+00
  2.84742785E-01  1.37824592E+00
  2.84848340E-01  1.37802298E+00
  2.84953904E-01  1.37779995E+00
  2.85059480E-01  1.37757674E+00
  2.85165066E-01  1.37735345E+00
  2.85270662E-01  1.37712998E+00
  2.85376269E-01  1.37690643E+00
  2.85481887E-01  1.37668269E+00
  2.85587515E-01  1.37645888E+00
  2.85693154E-01  1.37623488E+00
  2.85798803E-01  1.37601080E+00
  2.85904463E-01  1.37578653E+00
  2.86010133E-01  1.37556218E+00
  2.86115814E-01  1.37533765E+00
  2.86221506E-01  1.37511304E+00
  2.86327208E-01  1.37488825E+00
  2.86432921E-01  1.37466338E+00
  2.86538644E-01  1.37443832E+00
  2.86644378E-01  1.37421318E+00
  2.86750122E-01  1.37398785E+00
  2.86855877E-01  1.37376245E+00
  2.86961643E-01  1.37353686E+00
  2.87067419E-01  1.37331119E+00
  2.87173206E-01  1.37308534E+00
  2.87279003E-01  1.37285941E+00
  2.87384811E-01  1.37263329E+00
  2.87490629E-01  1.37240709E+00
  2.87596459E-01  1.37218070E+00
  2.87702298E-01  1.37195424E+00
  2.87808148E-01  1.37172759E+00
  2.87914009E-01  1.37150086E+00
  2.88019881E-01  1.37127395E+00
  2.88125763E-01  1.37104695E+00
  2.88231655E-01  1.37081977E+00
  2.88337558E-01  1.37059251E+00
  2.88443472E-01  1.37036507E+00
  2.88549396E-01  1.37013754E+00
  2.88655331E-01  1.36990983E+00
  2.88761277E-01  1.36968204E+00
  2.88867233E-01  1.36945407E+00
  2.88973200E-01  1.36922601E+00
  2.89079177E-01  1.36899777E+00
  2.89185165E-01  1.36876945E+00
  2.89291164E-01  1.36854094E+00
  2.89397173E-01  1.36831235E+00
  2.89503192E-01  1.36808358E+00
  2.89609223E-01  1.36785472E+00
  2.89715264E-01  1.36762568E+00
  2.89821315E-01  1.36739656E+00
  2.89927377E-01  1.36716726E+00
  2.90033450E-01  1.36693787E+00
  2.90139533E-01  1.36670830E+00
  2.90245627E-01  1.36647865E+00
  2.90351732E-01  1.36624881E+00
  2.90457847E-01  1.36601889E+00
  2.90563973E-01  1.36578879E+00
  2.90670109E-01  1.36555860E+00
  2.90776256E-01  1.36532823E+00
  2.90882414E-01  1.36509778E+00
  2.90988582E-01  1.36486715E+00
  2.91094761E-01  1.36463643E+00
  2.91200951E-01  1.36440553E+00
  2.91307151E-01  1.36417454E+00
  2.91413361E-01  1.36394337E+00
  2.91519583E-01  1.36371212E+00
  2.91625815E-01  1.36348068E+00
  2.91732057E-01  1.36324916E+00
  2.91838311E-01  1.36301746E+00
  2.91944574E-01  1.36278568E+00
  2.92050849E-01  1.36255371E+00
  2.92157134E-01  1.36232165E+00
  2.92263430E-01  1.36208942E+00
  2.92369736E-01  1.36185710E+00
  2.92476053E-01  1.36162459E+00
  2.92582381E-01  1.36139201E+00
  2.92688719E-01  1.36115924E+00
  2.92795068E-01  1.36092638E+00
  2.92901427E-01  1.36069334E+00
  2.93007798E-01  1.36046022E+00
  2.93114178E-01  1.36022692E+00
  2.93220570E-01  1.35999353E+00
  2.93326972E-01  1.35975996E+00
  2.93433385E-01  1.35952630E+00
  2.93539808E-01  1.35929246E+00
  2.93646242E-01  1.35905854E+00
  2.93752687E-01  1.35882443E+00
  2.93859142E-01  1.35859024E+00
  2.93965608E-01  1.35835586E+00
  2.94072084E-01  1.35812140E+00
  2.94178572E-01  1.35788676E+00
  2.94285070E-01  1.35765204E+00
  2.94391578E-01  1.35741712E+00
  2.94498097E-01  1.35718213E+00
  2.94604627E-01  1.35694695E+00
  2.94711168E-01  1.35671169E+00
  2.94817719E-01  1.35647624E+00
  2.94924281E-01  1.35624071E+00
  2.95030853E-01  1.35600500E+00
  2.95137436E-01  1.35576920E+00
  2.95244030E-01  1.35553321E+00
  2.95350634E-01  1.35529715E+00
  2.95457249E-01  1.35506090E+00
  2.95563875E-01  1.35482456E+00
  2.95670512E-01  1.35458804E+00
  2.95777159E-01  1.35435144E+00
  2.95883816E-01  1.35411465E+00
  2.95990485E-01  1.35387778E+00
  2.96097164E-01  1.35364072E+00
  2.96203854E-01  1.35340358E+00
  2.96310554E-01  1.35316625E+00
  2.96417265E-01  1.35292885E+00
  2.96523987E-01  1.35269125E+00
  2.96630719E-01  1.35245357E+00
  2.96737463E-01  1.35221571E+00
  2.96844216E-01  1.35197776E+00
  2.96950981E-01  1.35173963E+00
  2.97057756E-01  1.35150142E+00
  2.97164542E-01  1.35126302E+00
  2.97271338E-01  1.35102453E+00
  2.97378145E-01  1.35078586E+00
  2.97484963E-01  1.35054711E+00
  2.97591792E-01  1.35030817E+00
  2.97698631E-01  1.35006915E+00
  2.97805481E-01  1.34982994E+00
  2.97912342E-01  1.34959065E+00
  2.98019213E-01  1.34935117E+00
  2.98126095E-01  1.34911161E+00
  2.98232987E-01  1.34887186E+00
  2.98339891E-01  1.34863203E+00
  2.98446805E-01  1.34839202E+00
  2.98553730E-01  1.34815192E+00
  2.98660665E-01  1.34791163E+00
  2.98767611E-01  1.34767126E+00
  2.98874568E-01  1.34743071E+00
  2.98981535E-01  1.34719007E+00
  2.99088514E-01  1.34694924E+00
  2.99195503E-01  1.34670834E+00
  2.99302502E-01  1.34646724E+00
  2.99409512E-01  1.34622606E+00
  2.99516533E-01  1.34598470E+00
  2.99623565E-01  1.34574325E+00
  2.99730608E-01  1.34550162E+00
  2.99837661E-01  1.34525990E+00
  2.99944725E-01  1.34501799E+00
  3.00051799E-01  1.34477601E+00
  3.00158884E-01  1.34453383E+00
  3.00265980E-01  1.34429157E+00
  3.00373087E-01  1.34404913E+00
  3.00480204E-01  1.34380660E+00
  3.00587332E-01  1.34356388E+00
  3.00694471E-01  1.34332109E+00
  3.00801621E-01  1.34307810E+00
  3.00908781E-01  1.34283503E+00
  3.01015952E-01  1.34259178E+00
  3.01123134E-01  1.34234844E+00
  3.01230326E-01  1.34210491E+00
  3.01337529E-01  1.34186130E+00
  3.01444743E-01  1.34161750E+00
  3.01551967E-01  1.34137362E+00
  3.01659203E-01  1.34112955E+00
  3.01766449E-01  1.34088540E+00
  3.01873705E-01  1.34064106E+00
  3.01980973E-01  1.34039664E+00
  3.02088251E-01  1.34015203E+00
  3.02195540E-01  1.33990734E+00
  3.02302839E-01  1.33966246E+00
  3.02410150E-01  1.33941750E+00
  3.02517471E-01  1.33917234E+00
  3.02624803E-01  1.33892711E+00
  3.02732145E-01  1.33868169E+00
  3.02839499E-01  1.33843618E+00
  3.02946863E-01  1.33819049E+00
  3.03054237E-01  1.33794471E+00
  3.03161623E-01  1.33769875E+00
  3.03269019E-01  1.33745270E+00
  3.03376426E-01  1.33720646E+00
  3.03483844E-01  1.33696014E+00
  3.03591272E-01  1.33671363E+00
  3.03698711E-01  1.33646704E+00
  3.03806161E-01  1.33622026E+00
  3.03913622E-01  1.33597340E+00
  3.04021093E-01  1.33572635E+00
  3.04128576E-01  1.33547922E+00
  3.04236069E-01  1.33523189E+00
  3.04343572E-01  1.33498449E+00
  3.04451087E-01  1.33473689E+00
  3.04558612E-01  1.33448921E+00
  3.04666148E-01  1.33424135E+00
  3.04773695E-01  1.33399340E+00
  3.04881252E-01  1.33374526E+00
  3.04988820E-01  1.33349704E+00
  3.05096399E-01  1.33324863E+00
  3.05203989E-01  1.33300014E+00
  3.05311589E-01  1.33275146E+00
  3.05419201E-01  1.33250269E+00
  3.05526823E-01  1.33225374E+00
  3.05634455E-01  1.33200470E+00
  3.05742099E-01  1.33175547E+00
  3.05849753E-01  1.33150616E+00
  3.05957418E-01  1.33125666E+00
  3.06065094E-01  1.33100708E+00
  3.06172781E-01  1.33075731E+00
  3.06280478E-01  1.33050745E+00
  3.06388186E-01  1.33025741E+00
  3.06495905E-01  1.33000728E+00
  3.06603635E-01  1.32975697E+00
  3.06711375E-01  1.32950657E+00
  3.06819126E-01  1.32925598E+00
  3.06926888E-01  1.32900531E+00
  3.07034661E-01  1.32875445E+00
  3.07142445E-01  1.32850350E+00
  3.07250239E-01  1.32825237E+00
  3.07358044E-01  1.32800115E+00
  3.07465860E-01  1.32774974E+00
  3.07573687E-01  1.32749825E+00
  3.07681524E-01  1.32724657E+00
  3.07789373E-01  1.32699481E+00
  3.07897232E-01  1.32674285E+00
  3.08005101E-01  1.32649082E+00
  3.08112982E-01  1.32623859E+00
  3.08220873E-01  1.32598628E+00
