 ######################################################################
 #Data for Case=          12
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05     101     10000  1.28400002E+01  3.32949091E+01  3.18879591E+01  7.75435905E-01  5.85234282E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  0.00000000E+00  0.00000000E+00
  9.97551960E-03  2.09387600E+00
  1.99520368E-02  2.09933466E+00
  2.99295517E-02  2.20358560E+00
  3.99080644E-02  2.22285443E+00
  4.98875750E-02  2.26257146E+00
  5.98680836E-02  2.27983219E+00
  6.98495903E-02  2.30352945E+00
  7.98320953E-02  2.31756302E+00
  8.98155985E-02  2.33444572E+00
  9.98001001E-02  2.34602784E+00
  1.09785600E-01  2.35915181E+00
  1.19772099E-01  2.36897506E+00
  1.29759596E-01  2.37972358E+00
  1.39748093E-01  2.38825812E+00
  1.49737588E-01  2.39737825E+00
  1.59728082E-01  2.40493970E+00
  1.69719575E-01  2.41288125E+00
  1.79712067E-01  2.41968818E+00
  1.89705559E-01  2.42674321E+00
  1.99700050E-01  2.43295260E+00
  2.09695541E-01  2.43932196E+00
  2.19692031E-01  2.44505065E+00
  2.29689521E-01  2.45087899E+00
  2.39688011E-01  2.45621658E+00
  2.49687500E-01  2.46161186E+00
  2.59687990E-01  2.46662866E+00
  2.69689479E-01  2.47167359E+00
  2.79691969E-01  2.47642547E+00
  2.89695460E-01  2.48118432E+00
  2.99699950E-01  2.48571566E+00
  3.09705441E-01  2.49023853E+00
  3.19711933E-01  2.49458414E+00
  3.29719425E-01  2.49890963E+00
  3.39727919E-01  2.50309601E+00
  3.49737413E-01  2.50725304E+00
  3.59747908E-01  2.51129919E+00
  3.69759404E-01  2.51530825E+00
  3.79771901E-01  2.51922639E+00
  3.89785400E-01  2.52310054E+00
  3.99799900E-01  2.52689672E+00
  4.09815402E-01  2.53064237E+00
  4.19831905E-01  2.53431714E+00
  4.29849410E-01  2.53793495E+00
  4.39867916E-01  2.54148415E+00
  4.49887425E-01  2.54496993E+00
  4.59907936E-01  2.54838563E+00
  4.69929448E-01  2.55173138E+00
  4.79951963E-01  2.55500291E+00
  4.89975480E-01  2.55819788E+00
  5.00000000E-01  2.56131280E+00
  5.10024520E-01  2.56434415E+00
  5.20048037E-01  2.56728821E+00
  5.30070552E-01  2.57014148E+00
  5.40092064E-01  2.57290062E+00
  5.50112575E-01  2.57556135E+00
  5.60132084E-01  2.57812080E+00
  5.70150590E-01  2.58057265E+00
  5.80168095E-01  2.58291484E+00
  5.90184598E-01  2.58513642E+00
  6.00200100E-01  2.58723516E+00
  6.10214600E-01  2.58918925E+00
  6.20228099E-01  2.59098598E+00
  6.30240596E-01  2.59255216E+00
  6.40252092E-01  2.59306143E+00
  6.50262587E-01  2.59237865E+00
  6.60272081E-01  2.59175268E+00
  6.70280575E-01  2.59114166E+00
  6.80288067E-01  2.59053682E+00
  6.90294559E-01  2.58993140E+00
  7.00300050E-01  2.58929246E+00
  7.10304540E-01  2.58862173E+00
  7.20308031E-01  2.58787534E+00
  7.30310521E-01  2.58706880E+00
  7.40312010E-01  2.58614236E+00
  7.50312500E-01  2.58512943E+00
  7.60311989E-01  2.58393127E+00
  7.70310479E-01  2.58259590E+00
  7.80307969E-01  2.58093968E+00
  7.90304459E-01  2.57903651E+00
  8.00299950E-01  2.57655061E+00
  8.10294441E-01  2.57364469E+00
  8.20287933E-01  2.56973301E+00
  8.30280425E-01  2.56522296E+00
  8.40271918E-01  2.55913438E+00
  8.50262412E-01  2.55239039E+00
  8.60251907E-01  2.54339483E+00
  8.70240404E-01  2.53394738E+00
  8.80227901E-01  2.52149170E+00
  8.90214400E-01  2.50911762E+00
  9.00199900E-01  2.49278192E+00
  9.10184402E-01  2.47738493E+00
  9.20167905E-01  2.45656284E+00
  9.30150410E-01  2.43789084E+00
  9.40131916E-01  2.41111562E+00
  9.50112425E-01  2.38825762E+00
  9.60091936E-01  2.35113500E+00
  9.70070448E-01  2.32066844E+00
  9.80047963E-01  2.25272135E+00
  9.90024480E-01  2.19266552E+00
  1.00000000E+00  1.00000000E+00
