#    y/2h      U/Ub
# 22
 .8984E-01 .6334E+00
 .1356E+00 .6833E+00
 .1795E+00 .6965E+00
 .2284E+00 .7226E+00
 .2723E+00 .7370E+00
 .3157E+00 .7494E+00
 .3598E+00 .7590E+00
 .4088E+00 .7719E+00
 .4529E+00 .7752E+00
 .4989E+00 .7943E+00
 .5434E+00 .8031E+00
 .5931E+00 .8148E+00
 .6372E+00 .8167E+00
 .6785E+00 .8248E+00
 .7256E+00 .8391E+00
 .7707E+00 .8560E+00
 .8150E+00 .8659E+00
 .8635E+00 .8861E+00
 .9076E+00 .9004E+00
 .9538E+00 .9217E+00
 .9697E+00 .9409E+00
 .9846E+00 .9684E+00
