 ######################################################################
 #Data for Case=          16
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05   10001       328  1.79999995E+00  2.03075785E+00  1.66677017E+00  4.31027266E-02  1.11991760E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/U_AVG	
  1.68482807E-01  1.21018571E+00
  1.68576734E-01  1.21015484E+00
  1.68670671E-01  1.21012390E+00
  1.68764618E-01  1.21009296E+00
  1.68858574E-01  1.21006195E+00
  1.68952539E-01  1.21003094E+00
  1.69046514E-01  1.20999988E+00
  1.69140498E-01  1.20996880E+00
  1.69234491E-01  1.20993767E+00
  1.69328494E-01  1.20990653E+00
  1.69422506E-01  1.20987533E+00
  1.69516528E-01  1.20984412E+00
  1.69610559E-01  1.20981286E+00
  1.69704599E-01  1.20978159E+00
  1.69798649E-01  1.20975027E+00
  1.69892709E-01  1.20971893E+00
  1.69986777E-01  1.20968754E+00
  1.70080855E-01  1.20965615E+00
  1.70174943E-01  1.20962469E+00
  1.70269040E-01  1.20959323E+00
  1.70363146E-01  1.20956172E+00
  1.70457262E-01  1.20953019E+00
  1.70551387E-01  1.20949861E+00
  1.70645522E-01  1.20946703E+00
  1.70739665E-01  1.20943539E+00
  1.70833819E-01  1.20940374E+00
  1.70927982E-01  1.20937204E+00
  1.71022154E-01  1.20934033E+00
  1.71116335E-01  1.20930856E+00
  1.71210527E-01  1.20927679E+00
  1.71304727E-01  1.20924496E+00
  1.71398937E-01  1.20921313E+00
  1.71493156E-01  1.20918124E+00
  1.71587385E-01  1.20914935E+00
  1.71681623E-01  1.20911740E+00
  1.71775871E-01  1.20908545E+00
  1.71870128E-01  1.20905344E+00
  1.71964394E-01  1.20902143E+00
  1.72058670E-01  1.20898936E+00
  1.72152955E-01  1.20895729E+00
  1.72247250E-01  1.20892516E+00
  1.72341554E-01  1.20889303E+00
  1.72435868E-01  1.20886084E+00
  1.72530191E-01  1.20882865E+00
  1.72624523E-01  1.20879640E+00
  1.72718865E-01  1.20876415E+00
  1.72813216E-01  1.20873185E+00
  1.72907577E-01  1.20869954E+00
  1.73001947E-01  1.20866718E+00
  1.73096327E-01  1.20863481E+00
  1.73190716E-01  1.20860239E+00
  1.73285114E-01  1.20856996E+00
  1.73379522E-01  1.20853748E+00
  1.73473940E-01  1.20850500E+00
  1.73568367E-01  1.20847247E+00
  1.73662803E-01  1.20843993E+00
  1.73757248E-01  1.20840733E+00
  1.73851704E-01  1.20837474E+00
  1.73946168E-01  1.20834209E+00
  1.74040642E-01  1.20830944E+00
  1.74135126E-01  1.20827673E+00
  1.74229619E-01  1.20824402E+00
  1.74324121E-01  1.20821126E+00
  1.74418633E-01  1.20817850E+00
  1.74513154E-01  1.20814568E+00
  1.74607685E-01  1.20811286E+00
  1.74702225E-01  1.20807999E+00
  1.74796775E-01  1.20804711E+00
  1.74891334E-01  1.20801418E+00
  1.74985903E-01  1.20798125E+00
  1.75080481E-01  1.20794827E+00
  1.75175068E-01  1.20791528E+00
  1.75269665E-01  1.20788225E+00
  1.75364271E-01  1.20784921E+00
  1.75458887E-01  1.20781612E+00
  1.75553513E-01  1.20778302E+00
  1.75648147E-01  1.20774988E+00
  1.75742792E-01  1.20771673E+00
  1.75837445E-01  1.20768353E+00
  1.75932108E-01  1.20765033E+00
  1.76026781E-01  1.20761708E+00
  1.76121463E-01  1.20758382E+00
  1.76216155E-01  1.20755052E+00
  1.76310856E-01  1.20751721E+00
  1.76405566E-01  1.20748385E+00
  1.76500286E-01  1.20745049E+00
  1.76595016E-01  1.20741708E+00
  1.76689755E-01  1.20738367E+00
  1.76784503E-01  1.20735021E+00
  1.76879261E-01  1.20731675E+00
  1.76974029E-01  1.20728323E+00
  1.77068805E-01  1.20724972E+00
  1.77163592E-01  1.20721615E+00
  1.77258387E-01  1.20718258E+00
  1.77353193E-01  1.20714896E+00
  1.77448008E-01  1.20711535E+00
  1.77542832E-01  1.20708168E+00
  1.77637665E-01  1.20704801E+00
  1.77732509E-01  1.20701429E+00
  1.77827361E-01  1.20698057E+00
  1.77922224E-01  1.20694680E+00
  1.78017095E-01  1.20691303E+00
  1.78111976E-01  1.20687921E+00
  1.78206867E-01  1.20684539E+00
  1.78301767E-01  1.20681152E+00
  1.78396677E-01  1.20677765E+00
  1.78491596E-01  1.20674373E+00
  1.78586525E-01  1.20670981E+00
  1.78681463E-01  1.20667584E+00
  1.78776410E-01  1.20664187E+00
  1.78871367E-01  1.20660785E+00
  1.78966334E-01  1.20657383E+00
  1.79061310E-01  1.20653977E+00
  1.79156296E-01  1.20650570E+00
  1.79251291E-01  1.20647158E+00
  1.79346295E-01  1.20643747E+00
  1.79441309E-01  1.20640330E+00
  1.79536333E-01  1.20636914E+00
  1.79631366E-01  1.20633493E+00
  1.79726409E-01  1.20630072E+00
  1.79821461E-01  1.20626645E+00
  1.79916522E-01  1.20623220E+00
  1.80011593E-01  1.20619789E+00
  1.80106674E-01  1.20616358E+00
  1.80201764E-01  1.20612922E+00
  1.80296864E-01  1.20609487E+00
  1.80391973E-01  1.20606047E+00
  1.80487092E-01  1.20602607E+00
  1.80582220E-01  1.20599162E+00
  1.80677357E-01  1.20595717E+00
  1.80772505E-01  1.20592267E+00
  1.80867661E-01  1.20588818E+00
  1.80962828E-01  1.20585364E+00
  1.81058003E-01  1.20581909E+00
  1.81153189E-01  1.20578451E+00
  1.81248383E-01  1.20574992E+00
  1.81343588E-01  1.20571528E+00
  1.81438802E-01  1.20568065E+00
  1.81534025E-01  1.20564597E+00
  1.81629258E-01  1.20561129E+00
  1.81724500E-01  1.20557657E+00
  1.81819752E-01  1.20554184E+00
  1.81915013E-01  1.20550707E+00
  1.82010284E-01  1.20547230E+00
  1.82105565E-01  1.20543749E+00
  1.82200855E-01  1.20540268E+00
  1.82296155E-01  1.20536781E+00
  1.82391464E-01  1.20533296E+00
  1.82486782E-01  1.20529805E+00
  1.82582110E-01  1.20526315E+00
  1.82677448E-01  1.20522820E+00
  1.82772795E-01  1.20519325E+00
  1.82868152E-01  1.20515826E+00
  1.82963518E-01  1.20512327E+00
  1.83058894E-01  1.20508823E+00
  1.83154280E-01  1.20505320E+00
  1.83249674E-01  1.20501812E+00
  1.83345079E-01  1.20498304E+00
  1.83440493E-01  1.20494791E+00
  1.83535916E-01  1.20491279E+00
  1.83631349E-01  1.20487763E+00
  1.83726792E-01  1.20484246E+00
  1.83822244E-01  1.20480725E+00
  1.83917706E-01  1.20477204E+00
  1.84013177E-01  1.20473679E+00
  1.84108658E-01  1.20470154E+00
  1.84204148E-01  1.20466625E+00
  1.84299648E-01  1.20463095E+00
  1.84395158E-01  1.20459562E+00
  1.84490677E-01  1.20456028E+00
  1.84586205E-01  1.20452490E+00
  1.84681743E-01  1.20448953E+00
  1.84777291E-01  1.20445410E+00
  1.84872848E-01  1.20441869E+00
  1.84968415E-01  1.20438322E+00
  1.85063991E-01  1.20434776E+00
  1.85159577E-01  1.20431226E+00
  1.85255173E-01  1.20427676E+00
  1.85350778E-01  1.20424121E+00
  1.85446392E-01  1.20420567E+00
  1.85542016E-01  1.20417008E+00
  1.85637650E-01  1.20413450E+00
  1.85733293E-01  1.20409887E+00
  1.85828946E-01  1.20406325E+00
  1.85924608E-01  1.20402758E+00
  1.86020280E-01  1.20399192E+00
  1.86115962E-01  1.20395621E+00
  1.86211653E-01  1.20392051E+00
  1.86307354E-01  1.20388476E+00
  1.86403064E-01  1.20384901E+00
  1.86498784E-01  1.20381322E+00
  1.86594513E-01  1.20377744E+00
  1.86690252E-01  1.20374161E+00
  1.86786000E-01  1.20370579E+00
  1.86881759E-01  1.20366992E+00
  1.86977526E-01  1.20363406E+00
  1.87073303E-01  1.20359815E+00
  1.87169090E-01  1.20356225E+00
  1.87264887E-01  1.20352630E+00
  1.87360693E-01  1.20349036E+00
  1.87456508E-01  1.20345437E+00
  1.87552333E-01  1.20341839E+00
  1.87648168E-01  1.20338236E+00
  1.87744012E-01  1.20334635E+00
  1.87839866E-01  1.20331028E+00
  1.87935730E-01  1.20327423E+00
  1.88031603E-01  1.20323812E+00
  1.88127486E-01  1.20320203E+00
  1.88223378E-01  1.20316589E+00
  1.88319280E-01  1.20312975E+00
  1.88415191E-01  1.20309357E+00
  1.88511112E-01  1.20305740E+00
  1.88607043E-01  1.20302119E+00
  1.88702983E-01  1.20298498E+00
  1.88798933E-01  1.20294872E+00
  1.88894892E-01  1.20291247E+00
  1.88990861E-01  1.20287618E+00
  1.89086840E-01  1.20283990E+00
  1.89182828E-01  1.20280357E+00
  1.89278826E-01  1.20276725E+00
  1.89374833E-01  1.20273088E+00
  1.89470850E-01  1.20269452E+00
  1.89566877E-01  1.20265812E+00
  1.89662913E-01  1.20262172E+00
  1.89758959E-01  1.20258528E+00
  1.89855014E-01  1.20254885E+00
  1.89951079E-01  1.20251237E+00
  1.90047154E-01  1.20247591E+00
  1.90143238E-01  1.20243939E+00
  1.90239332E-01  1.20240289E+00
  1.90335435E-01  1.20236634E+00
  1.90431548E-01  1.20232980E+00
  1.90527671E-01  1.20229321E+00
  1.90623803E-01  1.20225663E+00
  1.90719945E-01  1.20222001E+00
  1.90816096E-01  1.20218340E+00
  1.90912258E-01  1.20214674E+00
  1.91008428E-01  1.20211009E+00
  1.91104609E-01  1.20207340E+00
  1.91200799E-01  1.20203672E+00
  1.91296998E-01  1.20199999E+00
  1.91393207E-01  1.20196327E+00
  1.91489426E-01  1.20192650E+00
  1.91585655E-01  1.20188975E+00
  1.91681893E-01  1.20185295E+00
  1.91778141E-01  1.20181616E+00
  1.91874398E-01  1.20177933E+00
  1.91970665E-01  1.20174250E+00
  1.92066941E-01  1.20170564E+00
  1.92163228E-01  1.20166878E+00
  1.92259524E-01  1.20163187E+00
  1.92355829E-01  1.20159498E+00
  1.92452144E-01  1.20155804E+00
  1.92548469E-01  1.20152112E+00
  1.92644803E-01  1.20148414E+00
  1.92741147E-01  1.20144718E+00
  1.92837501E-01  1.20141018E+00
  1.92933864E-01  1.20137318E+00
  1.93030237E-01  1.20133614E+00
  1.93126620E-01  1.20129911E+00
  1.93223012E-01  1.20126204E+00
  1.93319414E-01  1.20122498E+00
  1.93415825E-01  1.20118787E+00
  1.93512246E-01  1.20115077E+00
  1.93608677E-01  1.20111363E+00
  1.93705117E-01  1.20107650E+00
  1.93801567E-01  1.20103933E+00
  1.93898027E-01  1.20100216E+00
  1.93994496E-01  1.20096496E+00
  1.94090975E-01  1.20092776E+00
  1.94187464E-01  1.20089052E+00
  1.94283962E-01  1.20085329E+00
  1.94380470E-01  1.20081602E+00
  1.94476988E-01  1.20077876E+00
  1.94573515E-01  1.20074145E+00
  1.94670052E-01  1.20070416E+00
  1.94766598E-01  1.20066682E+00
  1.94863155E-01  1.20062949E+00
  1.94959720E-01  1.20059212E+00
  1.95056296E-01  1.20055476E+00
  1.95152881E-01  1.20051736E+00
  1.95249476E-01  1.20047997E+00
  1.95346080E-01  1.20044253E+00
  1.95442695E-01  1.20040511E+00
  1.95539318E-01  1.20036764E+00
  1.95635952E-01  1.20033019E+00
  1.95732595E-01  1.20029269E+00
  1.95829248E-01  1.20025520E+00
  1.95925910E-01  1.20021767E+00
  1.96022582E-01  1.20018015E+00
  1.96119264E-01  1.20014259E+00
  1.96215956E-01  1.20010504E+00
  1.96312657E-01  1.20006744E+00
  1.96409368E-01  1.20002986E+00
  1.96506088E-01  1.19999224E+00
  1.96602818E-01  1.19995463E+00
  1.96699558E-01  1.19991697E+00
  1.96796307E-01  1.19987933E+00
  1.96893067E-01  1.19984164E+00
  1.96989835E-01  1.19980397E+00
  1.97086614E-01  1.19976625E+00
  1.97183402E-01  1.19972854E+00
  1.97280200E-01  1.19969079E+00
  1.97377008E-01  1.19965306E+00
  1.97473825E-01  1.19961528E+00
  1.97570652E-01  1.19957751E+00
  1.97667488E-01  1.19953970E+00
  1.97764335E-01  1.19950191E+00
  1.97861191E-01  1.19946407E+00
  1.97958056E-01  1.19942624E+00
  1.98054932E-01  1.19938837E+00
  1.98151817E-01  1.19935051E+00
  1.98248712E-01  1.19931262E+00
  1.98345616E-01  1.19927473E+00
  1.98442530E-01  1.19923680E+00
  1.98539454E-01  1.19919888E+00
  1.98636387E-01  1.19916092E+00
  1.98733331E-01  1.19912298E+00
  1.98830283E-01  1.19908499E+00
  1.98927246E-01  1.19904701E+00
  1.99024218E-01  1.19900899E+00
  1.99121200E-01  1.19897099E+00
  1.99218192E-01  1.19893294E+00
  1.99315193E-01  1.19889491E+00
  1.99412204E-01  1.19885683E+00
  1.99509225E-01  1.19881877E+00
  1.99606256E-01  1.19878066E+00
  1.99703296E-01  1.19874257E+00
  1.99800346E-01  1.19870443E+00
  1.99897405E-01  1.19866631E+00
  1.99994475E-01  1.19862815E+00
  2.00091554E-01  1.19859000E+00
  2.00188642E-01  1.19855180E+00
  2.00285741E-01  1.19851362E+00
  2.00382849E-01  1.19847540E+00
  2.00479967E-01  1.19843719E+00
  2.00577094E-01  1.19839894E+00
  2.00674232E-01  1.19836071E+00
  2.00771379E-01  1.19832243E+00
  2.00868535E-01  1.19828417E+00
  2.00965702E-01  1.19824586E+00
  2.01062878E-01  1.19820757E+00
  2.01160064E-01  1.19816923E+00
  2.01257259E-01  1.19813091E+00
  2.01354464E-01  1.19809255E+00
  2.01451679E-01  1.19805420E+00
  2.01548904E-01  1.19801581E+00
  2.01646139E-01  1.19797743E+00
  2.01743383E-01  1.19793902E+00
  2.01840637E-01  1.19790061E+00
  2.01937900E-01  1.19786217E+00
  2.02035174E-01  1.19782373E+00
  2.02132457E-01  1.19778526E+00
  2.02229750E-01  1.19774680E+00
  2.02327052E-01  1.19770830E+00
  2.02424364E-01  1.19766981E+00
  2.02521686E-01  1.19763129E+00
  2.02619018E-01  1.19759277E+00
  2.02716360E-01  1.19755422E+00
  2.02813711E-01  1.19751567E+00
  2.02911072E-01  1.19747709E+00
  2.03008443E-01  1.19743852E+00
  2.03105823E-01  1.19739992E+00
  2.03203213E-01  1.19736132E+00
  2.03300613E-01  1.19732268E+00
  2.03398023E-01  1.19728406E+00
  2.03495442E-01  1.19724540E+00
  2.03592871E-01  1.19720675E+00
  2.03690310E-01  1.19716806E+00
  2.03787759E-01  1.19712939E+00
  2.03885217E-01  1.19709067E+00
  2.03982685E-01  1.19705197E+00
  2.04080163E-01  1.19701323E+00
  2.04177650E-01  1.19697450E+00
  2.04275148E-01  1.19693573E+00
  2.04372655E-01  1.19689697E+00
  2.04470172E-01  1.19685818E+00
  2.04567698E-01  1.19681940E+00
  2.04665235E-01  1.19678058E+00
  2.04762781E-01  1.19674177E+00
  2.04860337E-01  1.19670292E+00
  2.04957902E-01  1.19666409E+00
  2.05055478E-01  1.19662522E+00
  2.05153063E-01  1.19658636E+00
  2.05250658E-01  1.19654746E+00
  2.05348262E-01  1.19650858E+00
  2.05445877E-01  1.19646965E+00
  2.05543501E-01  1.19643074E+00
  2.05641135E-01  1.19639179E+00
  2.05738779E-01  1.19635286E+00
  2.05836432E-01  1.19631388E+00
  2.05934095E-01  1.19627492E+00
  2.06031768E-01  1.19623592E+00
  2.06129451E-01  1.19619694E+00
  2.06227144E-01  1.19615791E+00
  2.06324846E-01  1.19611890E+00
  2.06422558E-01  1.19607985E+00
  2.06520280E-01  1.19604081E+00
  2.06618011E-01  1.19600173E+00
  2.06715753E-01  1.19596267E+00
  2.06813504E-01  1.19592357E+00
  2.06911265E-01  1.19588448E+00
  2.07009036E-01  1.19584536E+00
  2.07106816E-01  1.19580625E+00
  2.07204606E-01  1.19576710E+00
  2.07302406E-01  1.19572796E+00
  2.07400216E-01  1.19568878E+00
  2.07498036E-01  1.19564962E+00
  2.07595865E-01  1.19561042E+00
  2.07693704E-01  1.19557124E+00
  2.07791553E-01  1.19553201E+00
  2.07889412E-01  1.19549280E+00
  2.07987281E-01  1.19545355E+00
  2.08085159E-01  1.19541432E+00
  2.08183047E-01  1.19537505E+00
  2.08280945E-01  1.19533579E+00
  2.08378853E-01  1.19529649E+00
  2.08476770E-01  1.19525721E+00
  2.08574698E-01  1.19521789E+00
  2.08672635E-01  1.19517858E+00
  2.08770581E-01  1.19513923E+00
  2.08868538E-01  1.19509990E+00
  2.08966505E-01  1.19506053E+00
  2.09064481E-01  1.19502118E+00
  2.09162467E-01  1.19498178E+00
  2.09260463E-01  1.19494241E+00
  2.09358468E-01  1.19490299E+00
  2.09456484E-01  1.19486359E+00
  2.09554509E-01  1.19482415E+00
  2.09652544E-01  1.19478472E+00
  2.09750589E-01  1.19474525E+00
  2.09848644E-01  1.19470581E+00
  2.09946708E-01  1.19466632E+00
  2.10044782E-01  1.19462684E+00
  2.10142867E-01  1.19458733E+00
  2.10240960E-01  1.19454784E+00
  2.10339064E-01  1.19450830E+00
  2.10437178E-01  1.19446878E+00
  2.10535301E-01  1.19442922E+00
  2.10633434E-01  1.19438968E+00
  2.10731577E-01  1.19435010E+00
  2.10829730E-01  1.19431053E+00
  2.10927892E-01  1.19427093E+00
  2.11026065E-01  1.19423134E+00
  2.11124247E-01  1.19419171E+00
  2.11222439E-01  1.19415210E+00
  2.11320641E-01  1.19411245E+00
  2.11418853E-01  1.19407282E+00
  2.11517074E-01  1.19403314E+00
  2.11615305E-01  1.19399349E+00
  2.11713547E-01  1.19395379E+00
  2.11811798E-01  1.19391411E+00
  2.11910058E-01  1.19387439E+00
  2.12008329E-01  1.19383469E+00
  2.12106609E-01  1.19379495E+00
  2.12204900E-01  1.19375522E+00
  2.12303200E-01  1.19371546E+00
  2.12401510E-01  1.19367571E+00
  2.12499830E-01  1.19363592E+00
  2.12598159E-01  1.19359615E+00
  2.12696499E-01  1.19355635E+00
  2.12794848E-01  1.19351655E+00
  2.12893207E-01  1.19347672E+00
  2.12991576E-01  1.19343691E+00
  2.13089955E-01  1.19339706E+00
  2.13188343E-01  1.19335722E+00
  2.13286742E-01  1.19331734E+00
  2.13385150E-01  1.19327749E+00
  2.13483568E-01  1.19323759E+00
  2.13581996E-01  1.19319771E+00
  2.13680434E-01  1.19315779E+00
  2.13778882E-01  1.19311789E+00
  2.13877339E-01  1.19307795E+00
  2.13975807E-01  1.19303802E+00
  2.14074284E-01  1.19299806E+00
  2.14172771E-01  1.19295811E+00
  2.14271268E-01  1.19291813E+00
  2.14369774E-01  1.19287816E+00
  2.14468291E-01  1.19283815E+00
  2.14566818E-01  1.19279816E+00
  2.14665354E-01  1.19275814E+00
  2.14763900E-01  1.19271813E+00
  2.14862456E-01  1.19267808E+00
  2.14961022E-01  1.19263804E+00
  2.15059598E-01  1.19259797E+00
  2.15158183E-01  1.19255792E+00
  2.15256779E-01  1.19251783E+00
  2.15355384E-01  1.19247775E+00
  2.15453999E-01  1.19243764E+00
  2.15552624E-01  1.19239754E+00
  2.15651259E-01  1.19235741E+00
  2.15749904E-01  1.19231729E+00
  2.15848558E-01  1.19227714E+00
  2.15947223E-01  1.19223700E+00
  2.16045897E-01  1.19219682E+00
  2.16144582E-01  1.19215666E+00
  2.16243276E-01  1.19211646E+00
  2.16341980E-01  1.19207628E+00
  2.16440693E-01  1.19203606E+00
  2.16539417E-01  1.19199586E+00
  2.16638151E-01  1.19195562E+00
  2.16736894E-01  1.19191540E+00
  2.16835648E-01  1.19187514E+00
  2.16934411E-01  1.19183490E+00
  2.17033184E-01  1.19179462E+00
  2.17131967E-01  1.19175435E+00
  2.17230760E-01  1.19171405E+00
  2.17329562E-01  1.19167377E+00
  2.17428375E-01  1.19163344E+00
  2.17527197E-01  1.19159314E+00
  2.17626030E-01  1.19155280E+00
  2.17724872E-01  1.19151247E+00
  2.17823724E-01  1.19147211E+00
  2.17922586E-01  1.19143176E+00
  2.18021458E-01  1.19139138E+00
  2.18120340E-01  1.19135101E+00
  2.18219232E-01  1.19131061E+00
  2.18318133E-01  1.19127022E+00
  2.18417045E-01  1.19122980E+00
  2.18515966E-01  1.19118939E+00
  2.18614897E-01  1.19114895E+00
  2.18713838E-01  1.19110852E+00
  2.18812789E-01  1.19106806E+00
  2.18911750E-01  1.19102761E+00
  2.19010721E-01  1.19098712E+00
  2.19109702E-01  1.19094666E+00
  2.19208693E-01  1.19090615E+00
  2.19307693E-01  1.19086566E+00
  2.19406703E-01  1.19082514E+00
  2.19505724E-01  1.19078463E+00
  2.19604754E-01  1.19074409E+00
  2.19703794E-01  1.19070356E+00
  2.19802844E-01  1.19066300E+00
  2.19901904E-01  1.19062245E+00
  2.20000974E-01  1.19058187E+00
  2.20100054E-01  1.19054130E+00
  2.20199143E-01  1.19050070E+00
  2.20298243E-01  1.19046011E+00
  2.20397352E-01  1.19041949E+00
  2.20496472E-01  1.19037888E+00
  2.20595601E-01  1.19033824E+00
  2.20694740E-01  1.19029762E+00
  2.20793890E-01  1.19025695E+00
  2.20893049E-01  1.19021631E+00
  2.20992218E-01  1.19017563E+00
  2.21091396E-01  1.19013496E+00
  2.21190585E-01  1.19009426E+00
  2.21289784E-01  1.19005358E+00
  2.21388993E-01  1.19001286E+00
  2.21488211E-01  1.18997216E+00
  2.21587440E-01  1.18993142E+00
  2.21686678E-01  1.18989069E+00
  2.21785926E-01  1.18984994E+00
  2.21885185E-01  1.18980919E+00
  2.21984453E-01  1.18976842E+00
  2.22083731E-01  1.18972765E+00
  2.22183019E-01  1.18968686E+00
  2.22282317E-01  1.18964608E+00
  2.22381625E-01  1.18960526E+00
  2.22480943E-01  1.18956446E+00
  2.22580270E-01  1.18952363E+00
  2.22679608E-01  1.18948281E+00
  2.22778956E-01  1.18944196E+00
  2.22878313E-01  1.18940112E+00
  2.22977681E-01  1.18936025E+00
  2.23077058E-01  1.18931939E+00
  2.23176446E-01  1.18927850E+00
  2.23275843E-01  1.18923763E+00
  2.23375250E-01  1.18919672E+00
  2.23474667E-01  1.18915582E+00
  2.23574095E-01  1.18911489E+00
  2.23673532E-01  1.18907398E+00
  2.23772979E-01  1.18903303E+00
  2.23872436E-01  1.18899210E+00
  2.23971903E-01  1.18895114E+00
  2.24071379E-01  1.18891019E+00
  2.24170866E-01  1.18886920E+00
  2.24270363E-01  1.18882824E+00
  2.24369870E-01  1.18878723E+00
  2.24469386E-01  1.18874625E+00
  2.24568913E-01  1.18870522E+00
  2.24668450E-01  1.18866422E+00
  2.24767996E-01  1.18862318E+00
  2.24867553E-01  1.18858216E+00
  2.24967119E-01  1.18854110E+00
  2.25066695E-01  1.18850006E+00
  2.25166282E-01  1.18845898E+00
  2.25265878E-01  1.18841792E+00
  2.25365484E-01  1.18837682E+00
  2.25465101E-01  1.18833575E+00
  2.25564727E-01  1.18829463E+00
  2.25664363E-01  1.18825354E+00
  2.25764009E-01  1.18821241E+00
  2.25863665E-01  1.18817129E+00
  2.25963331E-01  1.18813014E+00
  2.26063007E-01  1.18808901E+00
  2.26162693E-01  1.18804784E+00
  2.26262389E-01  1.18800669E+00
  2.26362095E-01  1.18796551E+00
  2.26461811E-01  1.18792434E+00
  2.26561537E-01  1.18788313E+00
  2.26661273E-01  1.18784195E+00
  2.26761019E-01  1.18780073E+00
  2.26860774E-01  1.18775952E+00
  2.26960540E-01  1.18771828E+00
  2.27060316E-01  1.18767706E+00
  2.27160102E-01  1.18763580E+00
  2.27259897E-01  1.18759456E+00
  2.27359703E-01  1.18755329E+00
  2.27459519E-01  1.18751203E+00
  2.27559344E-01  1.18747074E+00
  2.27659180E-01  1.18742946E+00
  2.27759026E-01  1.18738815E+00
  2.27858881E-01  1.18734686E+00
  2.27958747E-01  1.18730553E+00
  2.28058622E-01  1.18726422E+00
  2.28158508E-01  1.18722287E+00
  2.28258403E-01  1.18718154E+00
  2.28358309E-01  1.18714018E+00
  2.28458224E-01  1.18709883E+00
  2.28558150E-01  1.18705745E+00
  2.28658086E-01  1.18701609E+00
  2.28758031E-01  1.18697469E+00
  2.28857987E-01  1.18693331E+00
  2.28957952E-01  1.18689190E+00
  2.29057928E-01  1.18685050E+00
  2.29157913E-01  1.18680906E+00
  2.29257909E-01  1.18676765E+00
  2.29357914E-01  1.18672620E+00
  2.29457930E-01  1.18668477E+00
  2.29557955E-01  1.18664330E+00
  2.29657991E-01  1.18660185E+00
  2.29758036E-01  1.18656036E+00
  2.29858092E-01  1.18651890E+00
  2.29958157E-01  1.18647739E+00
  2.30058233E-01  1.18643591E+00
  2.30158318E-01  1.18639439E+00
  2.30258414E-01  1.18635289E+00
  2.30358519E-01  1.18631135E+00
  2.30458635E-01  1.18626983E+00
  2.30558760E-01  1.18622828E+00
  2.30658896E-01  1.18618674E+00
  2.30759042E-01  1.18614517E+00
  2.30859197E-01  1.18610362E+00
  2.30959363E-01  1.18606203E+00
  2.31059538E-01  1.18602046E+00
  2.31159724E-01  1.18597886E+00
  2.31259920E-01  1.18593727E+00
  2.31360125E-01  1.18589565E+00
  2.31460341E-01  1.18585404E+00
  2.31560567E-01  1.18581241E+00
  2.31660803E-01  1.18577078E+00
  2.31761049E-01  1.18572913E+00
  2.31861304E-01  1.18568749E+00
  2.31961570E-01  1.18564582E+00
  2.32061846E-01  1.18560417E+00
  2.32162132E-01  1.18556248E+00
  2.32262428E-01  1.18552081E+00
  2.32362734E-01  1.18547910E+00
  2.32463050E-01  1.18543741E+00
  2.32563376E-01  1.18539569E+00
  2.32663712E-01  1.18535398E+00
  2.32764058E-01  1.18531225E+00
  2.32864414E-01  1.18527052E+00
  2.32964780E-01  1.18522877E+00
  2.33065157E-01  1.18518703E+00
  2.33165543E-01  1.18514526E+00
  2.33265939E-01  1.18510350E+00
  2.33366345E-01  1.18506172E+00
  2.33466762E-01  1.18501994E+00
  2.33567188E-01  1.18497814E+00
  2.33667625E-01  1.18493635E+00
  2.33768071E-01  1.18489453E+00
  2.33868528E-01  1.18485273E+00
  2.33968994E-01  1.18481089E+00
  2.34069471E-01  1.18476907E+00
  2.34169957E-01  1.18472721E+00
  2.34270454E-01  1.18468538E+00
  2.34370961E-01  1.18464351E+00
  2.34471478E-01  1.18460165E+00
  2.34572005E-01  1.18455977E+00
  2.34672542E-01  1.18451790E+00
  2.34773089E-01  1.18447599E+00
  2.34873646E-01  1.18443411E+00
  2.34974213E-01  1.18439219E+00
  2.35074790E-01  1.18435028E+00
  2.35175377E-01  1.18430835E+00
  2.35275974E-01  1.18426643E+00
  2.35376582E-01  1.18422448E+00
  2.35477199E-01  1.18418254E+00
  2.35577827E-01  1.18414058E+00
  2.35678464E-01  1.18409862E+00
  2.35779112E-01  1.18405664E+00
  2.35879769E-01  1.18401467E+00
  2.35980437E-01  1.18397267E+00
  2.36081115E-01  1.18393069E+00
  2.36181803E-01  1.18388867E+00
  2.36282501E-01  1.18384667E+00
  2.36383209E-01  1.18380464E+00
  2.36483927E-01  1.18376263E+00
  2.36584655E-01  1.18372058E+00
  2.36685393E-01  1.18367855E+00
  2.36786141E-01  1.18363648E+00
  2.36886900E-01  1.18359444E+00
  2.36987668E-01  1.18355236E+00
  2.37088447E-01  1.18351029E+00
  2.37189235E-01  1.18346820E+00
  2.37290034E-01  1.18342612E+00
  2.37390843E-01  1.18338400E+00
  2.37491661E-01  1.18334191E+00
  2.37592490E-01  1.18329978E+00
  2.37693329E-01  1.18325767E+00
  2.37794178E-01  1.18321553E+00
  2.37895038E-01  1.18317340E+00
  2.37995907E-01  1.18313124E+00
  2.38096786E-01  1.18308910E+00
  2.38197676E-01  1.18304692E+00
  2.38298575E-01  1.18300477E+00
  2.38399485E-01  1.18296257E+00
  2.38500404E-01  1.18292040E+00
  2.38601334E-01  1.18287819E+00
  2.38702274E-01  1.18283600E+00
  2.38803224E-01  1.18279378E+00
  2.38904184E-01  1.18275158E+00
  2.39005154E-01  1.18270934E+00
  2.39106135E-01  1.18266712E+00
  2.39207125E-01  1.18262486E+00
  2.39308125E-01  1.18258263E+00
