 ######################################################################
 #Data for Case=           3
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      2242  1.28400002E+01  1.30459351E+01  7.98839294E+00  3.81034099E-01  2.17050659E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  1.56297395E-01  5.36179326E-01
  1.57288283E-01  5.36579227E-01
  1.58279270E-01  5.36981005E-01
  1.59270355E-01  5.37376726E-01
  1.60261540E-01  5.37774262E-01
  1.61252824E-01  5.38165926E-01
  1.62244207E-01  5.38559347E-01
  1.63235690E-01  5.38947073E-01
  1.64227271E-01  5.39336499E-01
  1.65218952E-01  5.39720401E-01
  1.66210732E-01  5.40105949E-01
  1.67202611E-01  5.40486138E-01
  1.68194589E-01  5.40867919E-01
  1.69186666E-01  5.41244500E-01
  1.70178843E-01  5.41622624E-01
  1.71171119E-01  5.41995700E-01
  1.72163494E-01  5.42370269E-01
  1.73155968E-01  5.42739939E-01
  1.74148542E-01  5.43111055E-01
  1.75141214E-01  5.43477414E-01
  1.76133986E-01  5.43845173E-01
  1.77126858E-01  5.44208313E-01
  1.78119828E-01  5.44572809E-01
  1.79112898E-01  5.44932819E-01
  1.80106068E-01  5.45294142E-01
  1.81099336E-01  5.45651107E-01
  1.82092704E-01  5.46009345E-01
  1.83086172E-01  5.46363348E-01
  1.84079738E-01  5.46718586E-01
  1.85073404E-01  5.47069707E-01
  1.86067169E-01  5.47422025E-01
  1.87061034E-01  5.47770342E-01
  1.88054998E-01  5.48119819E-01
  1.89049062E-01  5.48465408E-01
  1.90043225E-01  5.48812120E-01
  1.91037487E-01  5.49155053E-01
  1.92031849E-01  5.49499074E-01
  1.93026310E-01  5.49839421E-01
  1.94020871E-01  5.50180823E-01
  1.95015531E-01  5.50518652E-01
  1.96010291E-01  5.50857503E-01
  1.97005150E-01  5.51192880E-01
  1.98000108E-01  5.51529249E-01
  1.98995166E-01  5.51862237E-01
  1.99990324E-01  5.52196187E-01
  2.00985581E-01  5.52526849E-01
  2.01980938E-01  5.52858444E-01
  2.02976394E-01  5.53186840E-01
  2.03971950E-01  5.53516140E-01
  2.04967605E-01  5.53842328E-01
  2.05963360E-01  5.54169393E-01
  2.06959214E-01  5.54493429E-01
  2.07955168E-01  5.54818315E-01
  2.08951222E-01  5.55140256E-01
  2.09947375E-01  5.55463019E-01
  2.10943628E-01  5.55782916E-01
  2.11939981E-01  5.56103611E-01
  2.12936433E-01  5.56421516E-01
  2.13932985E-01  5.56740195E-01
  2.14929636E-01  5.57056158E-01
  2.15926387E-01  5.57372872E-01
  2.16923238E-01  5.57686942E-01
  2.17920188E-01  5.58001740E-01
  2.18917239E-01  5.58313965E-01
  2.19914389E-01  5.58626895E-01
  2.20911638E-01  5.58937320E-01
  2.21908988E-01  5.59248428E-01
  2.22906437E-01  5.59557099E-01
  2.23903985E-01  5.59866431E-01
  2.24901634E-01  5.60173390E-01
  2.25899382E-01  5.60480991E-01
  2.26897231E-01  5.60786281E-01
  2.27895179E-01  5.61092192E-01
  2.28893226E-01  5.61395854E-01
  2.29891374E-01  5.61700118E-01
  2.30889621E-01  5.62002192E-01
  2.31887968E-01  5.62304849E-01
  2.32886415E-01  5.62605374E-01
  2.33884962E-01  5.62906464E-01
  2.34883609E-01  5.63205477E-01
  2.35882356E-01  5.63505037E-01
  2.36881202E-01  5.63802576E-01
  2.37880149E-01  5.64100645E-01
  2.38879195E-01  5.64396745E-01
  2.39878341E-01  5.64693358E-01
  2.40877587E-01  5.64988055E-01
  2.41876933E-01  5.65283248E-01
  2.42876379E-01  5.65576575E-01
  2.43875925E-01  5.65870382E-01
  2.44875571E-01  5.66162372E-01
  2.45875317E-01  5.66454827E-01
  2.46875163E-01  5.66745513E-01
  2.47875109E-01  5.67036649E-01
  2.48875155E-01  5.67326062E-01
  2.49875300E-01  5.67615910E-01
  2.50875546E-01  5.67904081E-01
  2.51875892E-01  5.68192671E-01
  2.52876338E-01  5.68479630E-01
  2.53876884E-01  5.68766994E-01
  2.54877530E-01  5.69052769E-01
  2.55878276E-01  5.69338936E-01
  2.56879122E-01  5.69623557E-01
  2.57880069E-01  5.69908555E-01
  2.58881115E-01  5.70192048E-01
  2.59882262E-01  5.70475906E-01
  2.60883508E-01  5.70758298E-01
  2.61884855E-01  5.71041043E-01
  2.62886302E-01  5.71322361E-01
  2.63887849E-01  5.71604019E-01
  2.64889496E-01  5.71884288E-01
  2.65891243E-01  5.72164886E-01
  2.66893091E-01  5.72444131E-01
  2.67895039E-01  5.72723693E-01
  2.68897087E-01  5.73001940E-01
  2.69899235E-01  5.73280491E-01
  2.70901483E-01  5.73557761E-01
  2.71903832E-01  5.73835325E-01
  2.72906280E-01  5.74111643E-01
  2.73908830E-01  5.74388244E-01
  2.74911479E-01  5.74663632E-01
  2.75914229E-01  5.74939292E-01
  2.76917078E-01  5.75213773E-01
  2.77920029E-01  5.75488514E-01
  2.78923079E-01  5.75762108E-01
  2.79926230E-01  5.76035954E-01
  2.80929481E-01  5.76308682E-01
  2.81932832E-01  5.76581652E-01
  2.82936284E-01  5.76853535E-01
  2.83939836E-01  5.77125650E-01
  2.84943489E-01  5.77396709E-01
  2.85947242E-01  5.77667989E-01
  2.86951095E-01  5.77938242E-01
  2.87955049E-01  5.78208708E-01
  2.88959103E-01  5.78478174E-01
  2.89963257E-01  5.78747844E-01
  2.90967512E-01  5.79016543E-01
  2.91971867E-01  5.79285436E-01
  2.92976323E-01  5.79553384E-01
  2.93980879E-01  5.79821519E-01
  2.94985536E-01  5.80088734E-01
  2.95990293E-01  5.80356128E-01
  2.96995150E-01  5.80622629E-01
  2.98000109E-01  5.80889299E-01
  2.99005167E-01  5.81155102E-01
  3.00010326E-01  5.81421066E-01
  3.01015586E-01  5.81686186E-01
  3.02020946E-01  5.81951460E-01
  3.03026407E-01  5.82215914E-01
  3.04031968E-01  5.82480515E-01
  3.05037630E-01  5.82744318E-01
  3.06043392E-01  5.83008261E-01
  3.07049255E-01  5.83271429E-01
  3.08055219E-01  5.83534729E-01
  3.09061283E-01  5.83797276E-01
  3.10067447E-01  5.84059949E-01
  3.11073713E-01  5.84321890E-01
  3.12080079E-01  5.84583949E-01
  3.13086546E-01  5.84845299E-01
  3.14093113E-01  5.85106759E-01
  3.15099781E-01  5.85367531E-01
  3.16106549E-01  5.85628406E-01
  3.17113419E-01  5.85888612E-01
  3.18120389E-01  5.86148917E-01
  3.19127460E-01  5.86408571E-01
  3.20134631E-01  5.86668317E-01
  3.21141903E-01  5.86927433E-01
  3.22149276E-01  5.87186633E-01
  3.23156750E-01  5.87445222E-01
  3.24164324E-01  5.87703890E-01
  3.25171999E-01  5.87961964E-01
  3.26179775E-01  5.88220111E-01
  3.27187652E-01  5.88477682E-01
  3.28195629E-01  5.88735321E-01
  3.29203707E-01  5.88992400E-01
  3.30211887E-01  5.89249542E-01
  3.31220167E-01  5.89506141E-01
  3.32228547E-01  5.89762797E-01
  3.33237029E-01  5.90018927E-01
  3.34245611E-01  5.90275108E-01
  3.35254295E-01  5.90530779E-01
  3.36263079E-01  5.90786496E-01
  3.37271964E-01  5.91041718E-01
  3.38280950E-01  5.91296982E-01
  3.39290037E-01  5.91551765E-01
  3.40299225E-01  5.91806585E-01
  3.41308513E-01  5.92060940E-01
  3.42317903E-01  5.92315326E-01
  3.43327394E-01  5.92569261E-01
  3.44336985E-01  5.92823224E-01
  3.45346678E-01  5.93076749E-01
  3.46356471E-01  5.93330297E-01
  3.47366365E-01  5.93583420E-01
  3.48376361E-01  5.93836563E-01
  3.49386457E-01  5.94089294E-01
  3.50396655E-01  5.94342039E-01
  3.51406953E-01  5.94594386E-01
  3.52417353E-01  5.94846743E-01
  3.53427854E-01  5.95098714E-01
  3.54438455E-01  5.95350691E-01
  3.55449158E-01  5.95602295E-01
  3.56459962E-01  5.95853900E-01
  3.57470867E-01  5.96105143E-01
  3.58481872E-01  5.96356384E-01
  3.59492980E-01  5.96607275E-01
  3.60504188E-01  5.96858159E-01
  3.61515497E-01  5.97108704E-01
  3.62526907E-01  5.97359240E-01
  3.63538419E-01  5.97609447E-01
  3.64550032E-01  5.97859640E-01
  3.65561746E-01  5.98109515E-01
  3.66573561E-01  5.98359374E-01
  3.67585477E-01  5.98608924E-01
  3.68597495E-01  5.98858455E-01
  3.69609613E-01  5.99107687E-01
  3.70621833E-01  5.99356896E-01
  3.71634154E-01  5.99605815E-01
  3.72646577E-01  5.99854708E-01
  3.73659100E-01  6.00103321E-01
  3.74671725E-01  6.00351905E-01
  3.75684451E-01  6.00600217E-01
  3.76697279E-01  6.00848498E-01
  3.77710207E-01  6.01096515E-01
  3.78723237E-01  6.01344498E-01
  3.79736369E-01  6.01592225E-01
  3.80749601E-01  6.01839916E-01
  3.81762935E-01  6.02087359E-01
  3.82776370E-01  6.02334762E-01
  3.83789907E-01  6.02581926E-01
  3.84803545E-01  6.02829047E-01
  3.85817284E-01  6.03075937E-01
  3.86831125E-01  6.03322781E-01
  3.87845067E-01  6.03569401E-01
  3.88859111E-01  6.03815973E-01
  3.89873256E-01  6.04062327E-01
  3.90887502E-01  6.04308631E-01
  3.91901850E-01  6.04554724E-01
  3.92916299E-01  6.04800765E-01
  3.93930850E-01  6.05046601E-01
  3.94945502E-01  6.05292382E-01
  3.95960256E-01  6.05537966E-01
  3.96975111E-01  6.05783492E-01
  3.97990067E-01  6.06028826E-01
  3.99005125E-01  6.06274101E-01
  4.00020285E-01  6.06519190E-01
  4.01035546E-01  6.06764217E-01
  4.02050909E-01  6.07009064E-01
  4.03066373E-01  6.07253847E-01
  4.04081939E-01  6.07498455E-01
  4.05097606E-01  6.07742998E-01
  4.06113375E-01  6.07987370E-01
  4.07129245E-01  6.08231675E-01
  4.08145217E-01  6.08475815E-01
  4.09161291E-01  6.08719886E-01
  4.10177466E-01  6.08963796E-01
  4.11193743E-01  6.09207636E-01
  4.12210122E-01  6.09451319E-01
  4.13226602E-01  6.09694931E-01
  4.14243184E-01  6.09938389E-01
  4.15259867E-01  6.10181775E-01
  4.16276652E-01  6.10425011E-01
  4.17293539E-01  6.10668174E-01
  4.18310528E-01  6.10911191E-01
  4.19327618E-01  6.11154132E-01
  4.20344810E-01  6.11396932E-01
  4.21362103E-01  6.11639655E-01
  4.22379499E-01  6.11882239E-01
  4.23396996E-01  6.12124745E-01
  4.24414595E-01  6.12367117E-01
  4.25432296E-01  6.12609408E-01
  4.26450098E-01  6.12851568E-01
  4.27468002E-01  6.13093647E-01
  4.28486008E-01  6.13335597E-01
  4.29504116E-01  6.13577465E-01
  4.30522326E-01  6.13819206E-01
  4.31540637E-01  6.14060865E-01
  4.32559051E-01  6.14302400E-01
  4.33577566E-01  6.14543851E-01
  4.34596183E-01  6.14785181E-01
  4.35614902E-01  6.15026425E-01
  4.36633722E-01  6.15267551E-01
  4.37652645E-01  6.15508591E-01
  4.38671670E-01  6.15749514E-01
  4.39690796E-01  6.15990349E-01
  4.40710024E-01  6.16231070E-01
  4.41729355E-01  6.16471704E-01
  4.42748787E-01  6.16712224E-01
  4.43768321E-01  6.16952655E-01
  4.44787957E-01  6.17192976E-01
  4.45807695E-01  6.17433206E-01
  4.46827535E-01  6.17673328E-01
  4.47847477E-01  6.17913358E-01
  4.48867522E-01  6.18153281E-01
  4.49887668E-01  6.18393113E-01
  4.50907916E-01  6.18632838E-01
  4.51928266E-01  6.18872471E-01
