 ######################################################################
 #Data for Case=           6
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      1773  8.59000015E+00  8.61460067E+00  6.37385886E+00  3.16240047E-01  7.50184745E-02
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  0.00000000E+00  0.00000000E+00
  9.75257087E-04  5.08918602E-02
  1.95061171E-03  1.01089471E-01
  2.92606386E-03  1.51250137E-01
  3.90161357E-03  1.94636095E-01
  4.87726084E-03  2.38417542E-01
  5.85300568E-03  2.69518014E-01
  6.82884809E-03  3.02433963E-01
  7.80478810E-03  3.24149947E-01
  8.78082571E-03  3.48089578E-01
  9.75696092E-03  3.64006117E-01
  1.07331938E-02  3.81788167E-01
  1.17095242E-02  3.94028239E-01
  1.26859523E-02  4.07678474E-01
  1.36624781E-02  4.17453246E-01
  1.46391015E-02  4.28271848E-01
  1.56158225E-02  4.36309976E-01
  1.65926413E-02  4.45126277E-01
  1.75695577E-02  4.51891787E-01
  1.85465718E-02  4.59247019E-01
  1.95236837E-02  4.65049861E-01
  2.05008932E-02  4.71308052E-01
  2.14782005E-02  4.76363462E-01
  2.24556055E-02  4.81776980E-01
  2.34331083E-02  4.86239282E-01
  2.44107088E-02  4.90988060E-01
  2.53884071E-02  4.94970909E-01
  2.63662031E-02  4.99186509E-01
  2.73440970E-02  5.02775543E-01
  2.83220886E-02  5.06556334E-01
  2.93001780E-02  5.09817370E-01
  3.02783653E-02  5.13238376E-01
  3.12566504E-02  5.16222874E-01
  3.22350333E-02  5.19342331E-01
  3.32135140E-02  5.22091140E-01
  3.41920926E-02  5.24954965E-01
  3.51707691E-02  5.27500955E-01
  3.61495434E-02  5.30145862E-01
  3.71284157E-02  5.32515803E-01
  3.81073858E-02  5.34971521E-01
  3.90864538E-02  5.37187450E-01
  4.00656197E-02  5.39478323E-01
  4.10448836E-02  5.41558565E-01
  4.20242454E-02  5.43704734E-01
  4.30037051E-02  5.45664661E-01
  4.39832628E-02  5.47682945E-01
  4.49629184E-02  5.49535558E-01
  4.59426720E-02  5.51440126E-01
  4.69225236E-02  5.53196503E-01
  4.79024731E-02  5.54999380E-01
  4.88825207E-02  5.56669027E-01
  4.98626663E-02  5.58380494E-01
  5.08429099E-02  5.59971622E-01
  5.18232515E-02  5.61600528E-01
  5.28036912E-02  5.63120265E-01
  5.37842289E-02  5.64674275E-01
  5.47648647E-02  5.66128849E-01
  5.57455986E-02  5.67614635E-01
  5.67264305E-02  5.69009516E-01
  5.77073605E-02  5.70432922E-01
  5.86883886E-02  5.71772931E-01
  5.96695148E-02  5.73139099E-01
  6.06507392E-02  5.74428511E-01
  6.16320616E-02  5.75741986E-01
  6.26134822E-02  5.76984604E-01
  6.35950010E-02  5.78249422E-01
  6.45766179E-02  5.79448644E-01
  6.55583330E-02  5.80668403E-01
  6.65401462E-02  5.81827277E-01
  6.75220576E-02  5.83005197E-01
  6.85040673E-02  5.84126464E-01
  6.94861751E-02  5.85265438E-01
  7.04683812E-02  5.86351574E-01
  7.14506854E-02  5.87454209E-01
  7.24330880E-02  5.88507456E-01
  7.34155887E-02  5.89576110E-01
  7.43981877E-02  5.90598507E-01
  7.53808850E-02  5.91635318E-01
  7.63636806E-02  5.92628721E-01
  7.73465744E-02  5.93635635E-01
  7.83295665E-02  5.94601740E-01
  7.93126570E-02  5.95580532E-01
  8.02958457E-02  5.96520893E-01
  8.12791328E-02  5.97473187E-01
  8.22625182E-02  5.98389230E-01
  8.32460019E-02  5.99316514E-01
  8.42295840E-02  6.00209552E-01
  8.52132645E-02  6.01113196E-01
  8.61970433E-02  6.01984440E-01
  8.71809206E-02  6.02865705E-01
  8.81648962E-02  6.03716275E-01
  8.91489702E-02  6.04576324E-01
  9.01331426E-02  6.05407257E-01
  9.11174135E-02  6.06247168E-01
  9.21017828E-02  6.07059426E-01
  9.30862505E-02  6.07880199E-01
  9.40708167E-02  6.08674676E-01
  9.50554813E-02  6.09477238E-01
