  0.00000000E+00  0.00000000E+00
  1.00000007E-02  1.23935049E+00
  2.00000013E-02  1.29979412E+00
  3.00000020E-02  1.35979480E+00
  4.00000027E-02  1.38554356E+00
  5.00000033E-02  1.41110083E+00
  6.00000040E-02  1.42744146E+00
  7.00000047E-02  1.44365737E+00
  8.00000053E-02  1.45559366E+00
  9.00000060E-02  1.46743615E+00
  1.00000007E-01  1.47683828E+00
  1.10000007E-01  1.48616423E+00
  1.19999997E-01  1.49394193E+00
  1.29999998E-01  1.50165455E+00
  1.39999998E-01  1.50831723E+00
  1.49999999E-01  1.51492225E+00
  1.60000000E-01  1.52078194E+00
  1.70000000E-01  1.52658912E+00
  1.80000001E-01  1.53184950E+00
  1.90000002E-01  1.53706101E+00
  2.00000002E-01  1.54186148E+00
  2.10000003E-01  1.54661564E+00
  2.20000004E-01  1.55105502E+00
  2.30000004E-01  1.55544988E+00
  2.40000005E-01  1.55960017E+00
  2.50000006E-01  1.56370710E+00
  2.60000006E-01  1.56762174E+00
  2.69999996E-01  1.57149369E+00
  2.79999996E-01  1.57521278E+00
  2.89999997E-01  1.57888947E+00
  2.99999998E-01  1.58244325E+00
  3.09999998E-01  1.58595458E+00
  3.19999999E-01  1.58936571E+00
  3.30000000E-01  1.59273407E+00
  3.40000000E-01  1.59601927E+00
  3.50000001E-01  1.59926110E+00
  3.60000002E-01  1.60243230E+00
  3.70000002E-01  1.60555930E+00
  3.80000003E-01  1.60862450E+00
  3.90000004E-01  1.61164447E+00
  4.00000004E-01  1.61460846E+00
  4.10000005E-01  1.61752596E+00
  4.20000006E-01  1.62039084E+00
  4.29999995E-01  1.62320780E+00
  4.39999996E-01  1.62597351E+00
  4.49999997E-01  1.62868964E+00
  4.59999997E-01  1.63135438E+00
  4.69999998E-01  1.63396766E+00
  4.79999999E-01  1.63652826E+00
  4.89999999E-01  1.63903529E+00
  5.00000000E-01  1.64148757E+00
  5.10000001E-01  1.64388386E+00
  5.20000001E-01  1.64622285E+00
  5.30000002E-01  1.64850308E+00
  5.40000003E-01  1.65072317E+00
  5.50000003E-01  1.65288128E+00
  5.60000004E-01  1.65497627E+00
  5.70000005E-01  1.65700543E+00
  5.79999994E-01  1.65896832E+00
  5.89999995E-01  1.66086067E+00
  5.99999996E-01  1.66268319E+00
  6.09999996E-01  1.66442924E+00
  6.19999997E-01  1.66610098E+00
  6.29999998E-01  1.66768847E+00
  6.39999998E-01  1.66919528E+00
  6.49999999E-01  1.67060700E+00
  6.60000000E-01  1.67192778E+00
  6.70000000E-01  1.67313714E+00
  6.80000001E-01  1.67423689E+00
  6.90000002E-01  1.67519664E+00
  7.00000002E-01  1.67600560E+00
  7.10000003E-01  1.67660354E+00
  7.20000004E-01  1.67686001E+00
  7.30000004E-01  1.67637521E+00
  7.39999994E-01  1.67561561E+00
  7.49999994E-01  1.67466354E+00
  7.59999995E-01  1.67350965E+00
  7.69999996E-01  1.67221064E+00
  7.79999996E-01  1.67071266E+00
  7.89999997E-01  1.66908924E+00
  7.99999998E-01  1.66724474E+00
  8.09999998E-01  1.66528442E+00
  8.19999999E-01  1.66305936E+00
  8.30000000E-01  1.66072251E+00
  8.40000000E-01  1.65805038E+00
  8.50000001E-01  1.65526631E+00
  8.60000002E-01  1.65203672E+00
  8.70000002E-01  1.64869089E+00
  8.80000003E-01  1.64472392E+00
  8.89999993E-01  1.64063097E+00
  8.99999993E-01  1.63562286E+00
  9.09999994E-01  1.63046880E+00
  9.19999995E-01  1.62386538E+00
  9.29999995E-01  1.61706738E+00
  9.39999996E-01  1.60771350E+00
  9.49999997E-01  1.59799865E+00
  9.59999997E-01  1.58284719E+00
  9.69999998E-01  1.56647285E+00
  9.79999999E-01  1.53241668E+00
  9.89999999E-01  1.48859025E+00
  1.00000000E+00  1.00000000E+00
